"Date","Price","Open","High","Low","Vol.","Change %"
"02/21/1996","126.13","126.13","126.13","126.13","","0.17%"
"02/20/1996","125.91","125.91","125.91","125.91","","-1.70%"
"02/16/1996","128.09","128.09","128.09","128.09","","-0.55%"
"02/15/1996","128.80","128.80","128.80","128.80","","0.03%"
"02/14/1996","128.76","128.76","128.76","128.76","","-1.06%"
"02/13/1996","130.14","130.14","130.14","130.14","","0.25%"
"02/12/1996","129.81","129.81","129.81","129.81","","0.73%"
"02/09/1996","128.87","128.87","128.87","128.87","","0.45%"
"02/08/1996","128.29","128.29","128.29","128.29","","0.26%"
"02/07/1996","127.96","127.96","127.96","127.96","","0.58%"
"02/06/1996","127.22","127.22","127.22","127.22","","0.23%"
"02/05/1996","126.93","126.93","126.93","126.93","","0.61%"
"02/02/1996","126.16","126.16","126.16","126.16","","-0.54%"
"02/01/1996","126.85","126.85","126.85","126.85","","-0.43%"
"01/31/1996","127.40","127.40","127.40","127.40","","0.69%"
"01/30/1996","126.53","126.53","126.53","126.53","","-0.05%"
"01/29/1996","126.59","126.59","126.59","126.59","","0.20%"
"01/26/1996","126.34","126.34","126.34","126.34","","0.32%"
"01/25/1996","125.94","125.94","125.94","125.94","","-0.51%"
"01/24/1996","126.58","126.58","126.58","126.58","","0.71%"
"01/23/1996","125.69","125.69","125.69","125.69","","0.18%"
"01/22/1996","125.46","125.46","125.46","125.46","","-0.40%"
"01/19/1996","125.96","125.96","125.96","125.96","","-0.16%"
"01/18/1996","126.16","126.16","126.16","126.16","","-0.32%"
"01/17/1996","126.56","126.56","126.56","126.56","","-0.21%"
"01/16/1996","126.83","126.83","126.83","126.83","","1.41%"
"01/15/1996","125.07","125.07","125.07","125.07","","0.23%"
"01/12/1996","124.78","124.78","124.78","124.78","","-0.58%"
"01/11/1996","125.51","125.51","125.51","125.51","","0.15%"
"01/10/1996","125.32","125.32","125.32","125.32","","-0.95%"
"01/09/1996","126.52","126.52","126.52","126.52","","0.17%"
"01/08/1996","126.30","126.30","126.30","126.30","","0.02%"
"01/05/1996","126.28","126.28","126.28","126.28","","0.57%"
"01/04/1996","125.57","125.57","125.57","125.57","","-0.38%"
"01/03/1996","126.05","126.05","126.05","126.05","","0.25%"
"01/02/1996","125.73","125.73","125.73","125.73","","0.43%"
"12/29/1995","125.19","125.19","125.19","125.19","","0.24%"
"12/28/1995","124.89","124.89","124.89","124.89","","0.34%"
"12/27/1995","124.47","124.47","124.47","124.47","","0.19%"
"12/26/1995","124.24","124.24","124.24","124.24","","0.19%"
"12/22/1995","124.01","124.01","124.01","124.01","","0.10%"
